"State Exports by NAICS Commodities"
"Current date: 10/21/2020 3:05 PM (Eastern Daylight Time)"
"State","Country","Time","Total Exports Value ($US)",
"All States","Bahamas","2018","3,020,572,725"
"All States","Bahamas","2019","3,349,690,119"
"All States","Bahrain","2015","1,270,680,873"
"All States","Bahrain","2016","899,138,646"
"All States","Bahrain","2017","897,933,196"
"All States","Bahrain","2018","2,042,299,329"
"All States","Bahrain","2019","1,406,775,356"
"All States","Bangladesh","2015","942,520,126"
"All States","Bangladesh","2016","905,730,601"
"All States","Bangladesh","2017","1,473,824,735"
"All States","Bangladesh","2018","2,081,527,143"
"All States","Bangladesh","2019","2,339,343,714"
"All States","Barbados","2015","595,421,661"
"All States","Barbados","2016","481,879,153"
"All States","Barbados","2017","527,327,579"
"All States","Barbados","2018","583,659,951"
"All States","Barbados","2019","568,119,334"
"All States","Belarus","2015","59,235,576"
"All States","Belarus","2016","195,011,717"
"All States","Belarus","2017","72,668,182"
"All States","Belarus","2018","132,455,169"
"All States","Belarus","2019","125,112,778"
"All States","Belgium","2015","34,173,801,448"
"All States","Belgium","2016","32,099,636,053"
"All States","Belgium","2017","29,923,316,306"
"All States","Belgium","2018","31,409,586,599"
"All States","Belgium","2019","34,726,249,182"
"All States","Belize","2015","285,287,151"
"All States","Belize","2016","267,001,169"
"All States","Belize","2017","294,754,781"
"All States","Belize","2018","406,621,354"
"All States","Belize","2019","405,834,416"
"All States","Benin","2015","631,352,383"
"All States","Benin","2016","235,025,609"
"All States","Benin","2017","249,819,450"
"All States","Benin","2018","254,020,869"
"All States","Benin","2019","266,578,496"
"All States","Bermuda","2015","600,833,287"
"All States","Bermuda","2016","628,260,720"
"All States","Bermuda","2017","693,646,369"
"All States","Bermuda","2018","611,305,125"
"All States","Bermuda","2019","577,233,929"
"All States","Bhutan","2015","2,648,656"
"All States","Bhutan","2016","1,975,599"
"All States","Bhutan","2017","34,892,754"
"All States","Bhutan","2018","55,901,628"
"All States","Bhutan","2019","2,836,096"
"All States","Bolivia","2015","931,791,231"
"All States","Bolivia","2016","657,281,260"
"All States","Bolivia","2017","594,634,307"
"All States","Bolivia","2018","560,383,887"
"All States","Bolivia","2019","552,281,968"
"All States","Bosnia and Herzegovina","2015","27,523,733"
"All States","Bosnia and Herzegovina","2016","29,365,009"
"All States","Bosnia and Herzegovina","2017","27,177,219"
"All States","Bosnia and Herzegovina","2018","45,656,558"
"All States","Bosnia and Herzegovina","2019","60,315,061"
"All States","Botswana","2015","39,286,454"
"All States","Botswana","2016","42,427,382"
"All States","Botswana","2017","93,045,279"
"All States","Botswana","2018","81,908,861"
"All States","Botswana","2019","104,493,794"
"All States","Brazil","2015","31,640,538,352"
"All States","Brazil","2016","30,193,264,308"
"All States","Brazil","2017","37,330,688,140"
"All States","Brazil","2018","39,408,580,302"
"All States","Brazil","2019","42,852,959,932"
"All States","British Indian Ocean Territories","2015","581,016"
"All States","British Indian Ocean Territories","2016","5,418,500"
"All States","British Indian Ocean Territories","2017","36,334,868"
"All States","British Indian Ocean Territories","2018","9,212,479"
"All States","British Indian Ocean Territories","2019","23,005,328"
"All States","British Virgin Islands","2015","259,758,571"
"All States","British Virgin Islands","2016","332,920,621"
"All States","British Virgin Islands","2017","400,129,728"
"All States","British Virgin Islands","2018","822,722,144"
"All States","British Virgin Islands","2019","580,601,786"
"All States","Brunei","2015","133,446,638"
"All States","Brunei","2016","614,355,682"
"All States","Brunei","2017","121,119,340"
"All States","Brunei","2018","266,010,046"
"All States","Brunei","2019","287,887,112"
"All States","Bulgaria","2015","289,480,371"
"All States","Bulgaria","2016","269,019,463"
"All States","Bulgaria","2017","381,444,573"
"All States","Bulgaria","2018","370,050,522"
"All States","Bulgaria","2019","462,553,583"
"All States","Burkina Faso","2015","53,875,343"
"All States","Burkina Faso","2016","35,557,522"
"All States","Burkina Faso","2017","61,046,974"
"All States","Burkina Faso","2018","59,489,315"
"All States","Burkina Faso","2019","66,200,747"
"All States","Burma","2015","227,309,852"
"All States","Burma","2016","195,649,901"
"All States","Burma","2017","211,280,289"
"All States","Burma","2018","260,670,663"
"All States","Burma","2019","346,930,056"
"All States","Burundi","2015","5,650,192"
"All States","Burundi","2016","8,407,312"
"All States","Burundi","2017","8,132,760"
"All States","Burundi","2018","14,547,966"
"All States","Burundi","2019","2,451,935"
"All States","Cabo Verde","2015","7,324,191"
"All States","Cabo Verde","2016","8,693,747"
"All States","Cabo Verde","2017","9,146,393"
"All States","Cabo Verde","2018","8,560,372"
"All States","Cabo Verde","2019","7,756,335"
"All States","Cambodia","2015","391,095,256"
"All States","Cambodia","2016","360,731,305"
"All States","Cambodia","2017","400,111,989"
"All States","Cambodia","2018","445,918,907"
"All States","Cambodia","2019","513,991,360"
"All States","Cameroon","2015","224,918,873"
"All States","Cameroon","2016","189,770,772"
"All States","Cameroon","2017","158,874,780"
"All States","Cameroon","2018","193,166,874"
"All States","Cameroon","2019","200,038,363"
"All States","Canada","2015","280,855,169,199"
"All States","Canada","2016","266,734,465,220"
"All States","Canada","2017","282,773,829,896"
"All States","Canada","2018","299,731,711,825"
"All States","Canada","2019","292,633,015,806"
"All States","Cayman Islands","2015","684,937,295"
"All States","Cayman Islands","2016","753,211,496"
"All States","Cayman Islands","2017","885,914,060"
"All States","Cayman Islands","2018","951,674,861"
"All States","Cayman Islands","2019","1,123,990,572"
"All States","Central African Republic","2015","34,309,874"
"All States","Central African Republic","2016","9,418,675"
"All States","Central African Republic","2017","11,178,603"
"All States","Central African Republic","2018","9,881,566"
"All States","Central African Republic","2019","16,985,043"
"All States","Chad","2015","56,591,528"
"All States","Chad","2016","32,817,284"
"All States","Chad","2017","31,338,486"
"All States","Chad","2018","51,380,291"
"All States","Chad","2019","84,632,783"
"All States","Chile","2015","15,448,915,234"
"All States","Chile","2016","12,936,510,898"
"All States","Chile","2017","13,632,843,757"
"All States","Chile","2018","15,312,340,211"
"All States","Chile","2019","15,728,321,105"
"All States","China","2015","115,873,365,314"
"All States","China","2016","115,594,784,477"
"All States","China","2017","129,997,227,243"
"All States","China","2018","120,289,287,877"
"All States","China","2019","106,447,251,090"
"All States","Christmas Island","2015","1,551,179"
"All States","Christmas Island","2016","1,143,404"
"All States","Christmas Island","2017","476,695"
"All States","Christmas Island","2018","777,666"
"All States","Christmas Island","2019","1,596,433"
"All States","Cocos (Keeling) Islands","2015","557,620"
"All States","Cocos (Keeling) Islands","2016","779,466"
"All States","Cocos (Keeling) Islands","2017","452,079"
"All States","Cocos (Keeling) Islands","2018","344,969"
"All States","Cocos (Keeling) Islands","2019","83,233"
"All States","Colombia","2015","16,302,184,612"
"All States","Colombia","2016","13,047,286,079"
"All States","Colombia","2017","13,373,918,464"
"All States","Colombia","2018","15,113,876,152"
"All States","Colombia","2019","14,746,476,591"
"All States","Comoros","2015","1,507,078"
"All States","Comoros","2016","1,349,892"
"All States","Comoros","2017","1,375,097"
"All States","Comoros","2018","2,777,625"
"All States","Comoros","2019","1,512,989"
"All States","Congo (Brazzaville)","2015","249,208,061"
"All States","Congo (Brazzaville)","2016","130,887,171"
"All States","Congo (Brazzaville)","2017","117,345,213"
"All States","Congo (Brazzaville)","2018","100,413,952"
"All States","Congo (Brazzaville)","2019","105,808,548"
"All States","Congo (Kinshasa)","2015","136,130,785"
"All States","Congo (Kinshasa)","2016","82,754,412"
"All States","Congo (Kinshasa)","2017","76,260,999"
"All States","Congo (Kinshasa)","2018","78,002,318"
"All States","Congo (Kinshasa)","2019","131,898,188"
"All States","Cook Islands","2015","4,249,826"
"All States","Cook Islands","2016","4,650,187"
"All States","Cook Islands","2017","5,243,873"
"All States","Cook Islands","2018","7,210,537"
"All States","Cook Islands","2019","10,645,069"
"All States","Costa Rica","2015","6,044,943,080"
"All States","Costa Rica","2016","5,864,708,619"
"All States","Costa Rica","2017","6,145,853,742"
"All States","Costa Rica","2018","6,470,151,005"
"All States","Costa Rica","2019","6,219,062,418"
"All States","Cote d'Ivoire","2015","266,415,065"
"All States","Cote d'Ivoire","2016","291,255,359"
"All States","Cote d'Ivoire","2017","322,051,897"
"All States","Cote d'Ivoire","2018","309,479,881"
"All States","Cote d'Ivoire","2019","278,542,274"
"All States","Croatia","2015","332,091,863"
"All States","Croatia","2016","290,917,714"
"All States","Croatia","2017","446,503,004"
"All States","Croatia","2018","615,235,996"
"All States","Croatia","2019","710,848,042"
"All States","Cuba","2015","185,718,367"
"All States","Cuba","2016","241,836,581"
"All States","Cuba","2017","291,276,873"
"All States","Cuba","2018","271,011,200"
"All States","Cuba","2019","286,472,262"
"All States","Curacao","2015","521,257,313"
"All States","Curacao","2016","876,870,820"
"All States","Curacao","2017","704,004,817"
"All States","Curacao","2018","718,967,865"
"All States","Curacao","2019","398,840,277"
"All States","Cyprus","2015","101,836,735"
"All States","Cyprus","2016","182,503,492"
"All States","Cyprus","2017","82,405,566"
"All States","Cyprus","2018","132,275,439"
"All States","Cyprus","2019","204,374,577"
"All States","Czech Republic","2015","1,977,042,266"
"All States","Czech Republic","2016","1,965,880,843"
"All States","Czech Republic","2017","2,272,003,664"
"All States","Czech Republic","2018","3,003,281,820"
"All States","Czech Republic","2019","2,790,499,094"
"All States","Denmark","2015","2,202,790,668"
"All States","Denmark","2016","2,238,324,559"
"All States","Denmark","2017","2,210,897,561"
"All States","Denmark","2018","2,608,051,609"
"All States","Denmark","2019","3,194,891,327"
"All States","Djibouti","2015","144,707,679"
"All States","Djibouti","2016","132,794,794"
"All States","Djibouti","2017","157,304,360"
"All States","Djibouti","2018","110,963,434"
"All States","Djibouti","2019","150,618,040"
"All States","Dominica","2015","67,312,046"
"All States","Dominica","2016","51,082,849"
"All States","Dominica","2017","166,955,952"
"All States","Dominica","2018","161,872,542"
"All States","Dominica","2019","246,806,326"
"All States","Dominican Republic","2015","7,114,647,370"
"All States","Dominican Republic","2016","7,750,713,458"
"All States","Dominican Republic","2017","7,851,737,355"
"All States","Dominican Republic","2018","8,953,253,574"
"All States","Dominican Republic","2019","9,194,246,530"
"All States","Ecuador","2015","5,818,404,323"
"All States","Ecuador","2016","4,163,585,640"
"All States","Ecuador","2017","4,831,878,840"
"All States","Ecuador","2018","5,902,962,855"
"All States","Ecuador","2019","5,535,459,959"
"All States","Egypt","2015","4,758,797,408"
"All States","Egypt","2016","3,485,903,685"
"All States","Egypt","2017","3,990,352,830"
"All States","Egypt","2018","5,052,375,231"
"All States","Egypt","2019","5,484,333,415"
"All States","El Salvador","2015","3,248,766,493"
"All States","El Salvador","2016","2,918,605,128"
"All States","El Salvador","2017","3,071,562,312"
"All States","El Salvador","2018","3,391,306,421"
"All States","El Salvador","2019","3,369,079,805"
"All States","Equatorial Guinea","2015","161,963,013"
"All States","Equatorial Guinea","2016","278,439,393"
"All States","Equatorial Guinea","2017","111,936,150"
"All States","Equatorial Guinea","2018","139,398,852"
"All States","Equatorial Guinea","2019","213,870,787"
"All States","Eritrea","2015","3,497,538"
"All States","Eritrea","2016","3,047,902"
"All States","Eritrea","2017","5,021,254"
"All States","Eritrea","2018","8,190,789"
"All States","Eritrea","2019","14,321,999"
"All States","Estonia","2015","288,591,562"
"All States","Estonia","2016","256,554,799"
"All States","Estonia","2017","274,021,387"
"All States","Estonia","2018","346,143,623"
"All States","Estonia","2019","410,182,147"
"All States","Eswatini","2015","28,521,751"
"All States","Eswatini","2016","25,610,904"
"All States","Eswatini","2017","24,073,435"
"All States","Eswatini","2018","33,428,212"
"All States","Eswatini","2019","19,664,416"
"All States","Ethiopia","2015","1,555,249,376"
"All States","Ethiopia","2016","826,095,277"
"All States","Ethiopia","2017","877,154,121"
"All States","Ethiopia","2018","1,308,201,916"
"All States","Ethiopia","2019","1,013,618,286"
"All States","Falkland Islands (Islas Malvinas)","2015","2,917,708"
"All States","Falkland Islands (Islas Malvinas)","2016","1,484,575"
"All States","Falkland Islands (Islas Malvinas)","2017","482,089"
"All States","Falkland Islands (Islas Malvinas)","2018","214,959"
"All States","Falkland Islands (Islas Malvinas)","2019","317,783"
"All States","Faroe Islands","2015","2,336,863"
"All States","Faroe Islands","2016","2,582,134"
"All States","Faroe Islands","2017","2,034,537"
"All States","Faroe Islands","2018","2,409,486"
"All States","Faroe Islands","2019","3,170,127"
"All States","Fiji","2015","56,904,585"
"All States","Fiji","2016","55,049,117"
"All States","Fiji","2017","66,551,898"
"All States","Fiji","2018","105,008,374"
"All States","Fiji","2019","102,908,109"
"All States","Finland","2015","1,559,846,104"
"All States","Finland","2016","1,497,740,449"
"All States","Finland","2017","1,509,537,707"
"All States","Finland","2018","1,880,976,605"
"All States","Finland","2019","1,767,711,602"
"All States","France","2015","30,026,310,133"
"All States","France","2016","31,148,367,086"
"All States","France","2017","33,594,975,141"
"All States","France","2018","36,589,380,838"
"All States","France","2019","37,718,340,735"
"All States","French Guiana","2015","1,073,642,767"
"All States","French Guiana","2016","678,020,087"
"All States","French Guiana","2017","162,743,230"
"All States","French Guiana","2018","230,138,723"
"All States","French Guiana","2019","332,233,664"
"All States","French Polynesia","2015","120,041,979"
"All States","French Polynesia","2016","100,040,487"
"All States","French Polynesia","2017","119,798,493"
"All States","French Polynesia","2018","287,712,859"
"All States","French Polynesia","2019","651,108,560"
"All States","French Southern and Antarctic Lands","2015","8,026,602"
"All States","French Southern and Antarctic Lands","2016","4,912,096"
"All States","French Southern and Antarctic Lands","2017","2,842,721"
"All States","French Southern and Antarctic Lands","2018","817,966"
"All States","French Southern and Antarctic Lands","2019","6,805,392"
"All States","Gabon","2015","203,872,443"
"All States","Gabon","2016","85,017,523"
"All States","Gabon","2017","89,006,490"
"All States","Gabon","2018","113,068,467"
"All States","Gabon","2019","129,330,831"
"All States","Gambia","2015","37,447,980"
"All States","Gambia","2016","40,003,766"
"All States","Gambia","2017","39,235,769"
"All States","Gambia","2018","41,282,917"
"All States","Gambia","2019","44,956,759"
"All States","Gaza Strip Administered by Israel","2015","183,934"
"All States","Gaza Strip Administered by Israel","2016","169,843"
"All States","Gaza Strip Administered by Israel","2017","555,101"
"All States","Gaza Strip Administered by Israel","2018","473,921"
"All States","Gaza Strip Administered by Israel","2019","76,797"
"All States","Georgia","2015","340,495,811"
"All States","Georgia","2016","324,437,138"
"All States","Georgia","2017","382,865,271"
"All States","Georgia","2018","477,647,153"
"All States","Georgia","2019","768,799,990"
"All States","Germany","2015","49,978,833,642"
"All States","Germany","2016","49,568,740,721"
"All States","Germany","2017","53,965,424,642"
"All States","Germany","2018","57,757,839,198"
"All States","Germany","2019","60,112,396,186"
"All States","Ghana","2015","949,974,971"
"All States","Ghana","2016","831,984,010"
"All States","Ghana","2017","859,526,178"
"All States","Ghana","2018","768,788,917"
"All States","Ghana","2019","839,906,790"
"All States","Gibraltar","2015","1,979,387,908"
"All States","Gibraltar","2016","1,634,173,658"
"All States","Gibraltar","2017","1,139,919,952"
"All States","Gibraltar","2018","1,358,327,856"
"All States","Gibraltar","2019","1,258,657,149"
"All States","Greece","2015","725,598,644"
"All States","Greece","2016","746,607,210"
"All States","Greece","2017","954,255,845"
"All States","Greece","2018","1,084,343,860"
"All States","Greece","2019","1,442,263,075"
"All States","Greenland","2015","8,079,551"
"All States","Greenland","2016","4,049,956"
"All States","Greenland","2017","9,884,715"
"All States","Greenland","2018","9,888,171"
"All States","Greenland","2019","18,557,709"
"All States","Grenada","2015","90,473,526"
"All States","Grenada","2016","86,783,366"
"All States","Grenada","2017","103,241,247"
"All States","Grenada","2018","118,968,289"
"All States","Grenada","2019","118,218,680"
"All States","Guadeloupe","2015","100,959,536"
"All States","Guadeloupe","2016","145,106,536"
"All States","Guadeloupe","2017","244,065,564"
"All States","Guadeloupe","2018","319,760,803"
"All States","Guadeloupe","2019","192,143,034"
"All States","Guatemala","2015","5,821,086,031"
"All States","Guatemala","2016","5,834,842,520"
"All States","Guatemala","2017","6,863,758,297"
"All States","Guatemala","2018","6,639,003,609"
"All States","Guatemala","2019","6,810,794,763"
"All States","Guinea","2015","135,284,129"
"All States","Guinea","2016","84,188,640"
"All States","Guinea","2017","103,022,431"
"All States","Guinea","2018","127,011,293"
"All States","Guinea","2019","128,002,051"
"All States","Guinea-Bissau","2015","2,135,320"
"All States","Guinea-Bissau","2016","3,549,712"
"All States","Guinea-Bissau","2017","3,751,655"
"All States","Guinea-Bissau","2018","18,555,456"
"All States","Guinea-Bissau","2019","1,244,382"
"All States","Guyana","2015","368,134,263"
"All States","Guyana","2016","444,443,653"
"All States","Guyana","2017","377,450,710"
"All States","Guyana","2018","540,901,858"
"All States","Guyana","2019","671,829,417"
"All States","Haiti","2015","1,140,569,428"
"All States","Haiti","2016","1,090,780,963"
"All States","Haiti","2017","1,422,754,585"
"All States","Haiti","2018","1,413,550,729"
"All States","Haiti","2019","1,241,951,377"
"All States","Heard and McDonald Islands","2015","913,419"
"All States","Heard and McDonald Islands","2016","297,004"
"All States","Heard and McDonald Islands","2017","125,829"
"All States","Heard and McDonald Islands","2018","116,341"
"All States","Heard and McDonald Islands","2019","121,719"
"All States","Honduras","2015","5,216,351,054"
"All States","Honduras","2016","4,827,613,147"
"All States","Honduras","2017","5,068,357,944"
"All States","Honduras","2018","5,593,597,967"
"All States","Honduras","2019","5,439,816,779"
"All States","Hong Kong","2015","37,182,746,594"
"All States","Hong Kong","2016","34,895,360,067"
"All States","Hong Kong","2017","39,854,770,456"
"All States","Hong Kong","2018","37,310,821,116"
"All States","Hong Kong","2019","30,782,762,648"
"All States","Hungary","2015","1,715,272,285"
"All States","Hungary","2016","1,844,503,835"
"All States","Hungary","2017","1,888,146,914"
"All States","Hungary","2018","1,750,443,403"
"All States","Hungary","2019","1,914,217,059"
"All States","Iceland","2015","415,457,850"
"All States","Iceland","2016","447,778,485"
"All States","Iceland","2017","399,258,756"
"All States","Iceland","2018","670,388,630"
"All States","Iceland","2019","555,024,595"
"All States","India","2015","21,452,908,500"
"All States","India","2016","21,647,177,648"
"All States","India","2017","25,647,817,925"
"All States","India","2018","33,191,060,822"
"All States","India","2019","34,287,674,750"
"All States","Indonesia","2015","7,118,132,992"
"All States","Indonesia","2016","6,024,280,581"
"All States","Indonesia","2017","6,863,640,991"
"All States","Indonesia","2018","8,170,937,074"
"All States","Indonesia","2019","7,732,913,272"
"All States","Iran","2015","281,916,260"
"All States","Iran","2016","172,454,308"
"All States","Iran","2017","136,000,618"
"All States","Iran","2018","425,766,084"
"All States","Iran","2019","76,672,584"
"All States","Iraq","2015","1,973,385,477"
"All States","Iraq","2016","1,266,311,141"
"All States","Iraq","2017","1,204,857,981"
"All States","Iraq","2018","1,312,053,353"
"All States","Iraq","2019","1,189,917,702"
"All States","Ireland","2015","8,930,613,964"
"All States","Ireland","2016","9,565,391,148"
"All States","Ireland","2017","10,707,688,433"
"All States","Ireland","2018","10,744,480,417"
"All States","Ireland","2019","9,058,065,136"
"All States","Israel","2015","13,539,211,555"
"All States","Israel","2016","13,199,442,392"
"All States","Israel","2017","12,547,572,508"
"All States","Israel","2018","13,709,277,185"
"All States","Israel","2019","14,404,520,707"
"All States","Italy","2015","16,212,487,317"
"All States","Italy","2016","16,723,456,727"
"All States","Italy","2017","18,392,184,790"
"All States","Italy","2018","22,843,709,072"
"All States","Italy","2019","23,839,337,839"
"All States","Jamaica","2015","1,716,058,129"
"All States","Jamaica","2016","1,649,744,086"
"All States","Jamaica","2017","2,111,177,409"
"All States","Jamaica","2018","2,611,420,746"
"All States","Jamaica","2019","2,479,347,048"
"All States","Japan","2015","62,387,809,646"
"All States","Japan","2016","63,247,049,363"
"All States","Japan","2017","67,603,374,931"
"All States","Japan","2018","75,149,289,409"
"All States","Japan","2019","74,376,472,005"
"All States","Jordan","2015","1,359,622,137"
"All States","Jordan","2016","1,458,957,442"
"All States","Jordan","2017","1,920,654,702"
"All States","Jordan","2018","1,581,426,672"
"All States","Jordan","2019","1,492,672,930"
"All States","Kazakhstan","2015","510,474,553"
"All States","Kazakhstan","2016","1,111,379,224"
"All States","Kazakhstan","2017","552,346,807"
"All States","Kazakhstan","2018","729,341,366"
"All States","Kazakhstan","2019","739,936,254"
"All States","Kenya","2015","943,453,507"
"All States","Kenya","2016","397,473,456"
"All States","Kenya","2017","453,959,361"
"All States","Kenya","2018","365,422,150"
"All States","Kenya","2019","401,498,251"
"All States","Kiribati","2015","7,320,835"
"All States","Kiribati","2016","1,148,626"
"All States","Kiribati","2017","4,928,546"
"All States","Kiribati","2018","4,442,645"
"All States","Kiribati","2019","2,188,142"
"All States","Korea, North","2015","4,751,721"
"All States","Korea, North","2016","118,494"
"All States","Korea, South","2015","43,483,975,006"
"All States","Korea, South","2016","42,262,186,687"
"All States","Korea, South","2017","48,356,286,523"
"All States","Korea, South","2018","56,310,345,167"
"All States","Korea, South","2019","56,538,867,325"
"All States","Kosovo","2015","19,743,318"
"All States","Kosovo","2016","18,355,903"
"All States","Kosovo","2017","10,070,786"
"All States","Kosovo","2018","18,886,355"
"All States","Kosovo","2019","16,095,459"
"All States","Kuwait","2015","2,740,651,183"
"All States","Kuwait","2016","3,295,941,826"
"All States","Kuwait","2017","5,097,989,568"
"All States","Kuwait","2018","2,974,434,773"
"All States","Kuwait","2019","3,171,268,416"
"All States","Kyrgyzstan","2015","32,003,481"
"All States","Kyrgyzstan","2016","20,012,459"
"All States","Kyrgyzstan","2017","26,066,859"
"All States","Kyrgyzstan","2018","17,061,962"
"All States","Kyrgyzstan","2019","20,824,861"
"All States","Laos","2015","24,584,007"
"All States","Laos","2016","30,878,093"
"All States","Laos","2017","25,671,660"
"All States","Laos","2018","16,068,573"
"All States","Laos","2019","17,073,410"
"All States","Latvia","2015","267,104,491"
"All States","Latvia","2016","272,987,619"
"All States","Latvia","2017","381,611,738"
"All States","Latvia","2018","510,019,528"
"All States","Latvia","2019","551,800,959"
"All States","Lebanon","2015","1,286,046,233"
"All States","Lebanon","2016","1,170,319,678"
"All States","Lebanon","2017","1,221,296,345"
"All States","Lebanon","2018","1,327,789,782"
"All States","Lebanon","2019","1,004,322,904"
"All States","Lesotho","2015","881,897"
"All States","Lesotho","2016","2,839,262"
"All States","Lesotho","2017","1,901,616"
"All States","Lesotho","2018","2,311,991"
"All States","Lesotho","2019","1,212,467"
"All States","Liberia","2015","135,815,547"
"All States","Liberia","2016","158,020,150"
"All States","Liberia","2017","138,340,637"
"All States","Liberia","2018","196,668,871"
"All States","Liberia","2019","113,873,655"
"All States","Libya","2015","231,336,899"
"All States","Libya","2016","190,107,750"
"All States","Libya","2017","134,882,137"
"All States","Libya","2018","243,859,089"
"All States","Libya","2019","412,008,734"
"All States","Liechtenstein","2015","35,475,476"
"All States","Liechtenstein","2016","24,575,172"
"All States","Liechtenstein","2017","27,744,402"
"All States","Liechtenstein","2018","49,354,322"
"All States","Liechtenstein","2019","18,039,599"
"All States","Lithuania","2015","528,184,140"
"All States","Lithuania","2016","463,689,797"
"All States","Lithuania","2017","609,280,158"
"All States","Lithuania","2018","706,489,354"
"All States","Lithuania","2019","933,806,016"
"All States","Luxembourg","2015","1,393,819,297"
"All States","Luxembourg","2016","1,446,279,196"
"All States","Luxembourg","2017","1,078,266,042"
"All States","Luxembourg","2018","1,084,259,397"
"All States","Luxembourg","2019","1,921,703,768"
"All States","Macau","2015","542,389,229"
"All States","Macau","2016","632,019,604"
"All States","Macau","2017","501,227,332"
"All States","Macau","2018","601,507,555"
"All States","Macau","2019","572,143,294"
"All States","Macedonia","2015","30,678,977"
"All States","Macedonia","2016","45,859,529"
"All States","Macedonia","2017","41,225,519"
"All States","Macedonia","2018","41,419,311"
"All States","Macedonia","2019","38,657,949"
"All States","Madagascar","2015","54,553,731"
"All States","Madagascar","2016","41,967,368"
"All States","Madagascar","2017","53,260,435"
"All States","Madagascar","2018","116,794,186"
"All States","Madagascar","2019","66,803,358"
"All States","Malawi","2015","37,201,602"
"All States","Malawi","2016","46,613,125"
"All States","Malawi","2017","27,880,840"
"All States","Malawi","2018","17,240,448"
"All States","Malawi","2019","22,808,686"
"All States","Malaysia","2015","12,277,705,641"
"All States","Malaysia","2016","11,774,178,551"
"All States","Malaysia","2017","12,871,802,623"
"All States","Malaysia","2018","12,951,984,324"
"All States","Malaysia","2019","13,191,521,384"
"All States","Maldives","2015","35,136,130"
"All States","Maldives","2016","30,969,447"
"All States","Maldives","2017","34,373,287"
"All States","Maldives","2018","37,724,163"
"All States","Maldives","2019","39,392,580"
"All States","Mali","2015","72,426,079"
"All States","Mali","2016","73,200,821"
"All States","Mali","2017","61,861,875"
"All States","Mali","2018","78,851,438"
"All States","Mali","2019","67,930,075"
"All States","Malta","2015","490,665,964"
"All States","Malta","2016","292,459,820"
"All States","Malta","2017","293,017,849"
"All States","Malta","2018","201,047,663"
